"	O
UNESCO	Text
UniversAbility	Text
Audit	Text
The	Text
audit	Text
below	Text
will	Text
help	Text
you	Text
to	Text
get	Text
a	Text
sense	Text
of	Text
your	Text
organisation's	Text
representativeness	Text
of	Text
the	Text
community	Text
in	Text
which	Text
it	Text
is	Text
located.	Text
Ideally	Text
any	Text
organisation	Text
would	Text
reflect	Text
the	Text
demographics	Text
of	Text
its	Text
setting	Text
e.g.	Text
gender,	Text
age	Text
and	Text
ethnicity.	Text
In	Text
this	Text
instance	Text
we	Text
are	Text
interested	Text
in	Text
the	Text
relevance	Text
of	Text
your	Text
organisation	Text
to	Text
people	Text
with	Text
disabilities.	Text
Please	Text
consider	Text
the	Text
following	Text
questions	Text
and	Text
identify	Text
your	Text
level	Text
of	Text
agreement	Text
with	Text
the	Text
statement	Text
Strongly	Text
Disagree	Text
Disagree	Text
Nuetral/	Text
Don't	Text
know	Text
Agree	Text
Strongly	Text
agree	Text
Section	Form
1:	Form
Verification	Form
1	Form
2	Form
3	Form
4	Form
5	Form
I	Form
and/or	Form
my	Form
colleagues	Form
know	Form
where	Form
to	Form
get	Form
information	Form
to	Form
help	Form
us	Form
analyse	Form
the	Form
business	Form
case	Form
for	Form
consciously	Form
attracting	Form
people	Form
with	Form
disabilities	Form
as	Form
members	Form
I/my	Form
colleagues	Form
have	Form
researched	Form
the	Form
scope	Form
for	Form
increasing	Form
the	Form
participation	Form
of	Form
the	Form
broader	Form
community,	Form
in	Form
particular	Form
people	Form
with	Form
disabilites	Form
I	Form
know	Form
of	Form
disability	Form
service	Form
providers	Form
that	Form
I	Form
could	Form
link	Form
with	Form
in	Form
the	Form
local	Form
community	Form
My	Form
colleagues	Form
and	Form
I	Form
make	Form
our	Form
services	Form
inclusive	Form
to	Form
provide	Form
for	Form
people	Form
with	Form
disabilities	Form
Section	Form
2:	Form
Value	Form
Proposition	Form
1	Form
2	Form
3	Form
4	Form
5	Form
My	Form
colleagues	Form
and	Form
I	Form
have	Form
a	Form
significant	Form
contribution	Form
to	Form
make	Form
to	Form
the	Form
quality	Form
of	Form
life	Form
of	Form
people	Form
in	Form
our	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
My	Form
colleagues	Form
and	Form
I	Form
have	Form
the	Form
scope	Form
to	Form
improve	Form
opportunities	Form
for	Form
participation	Form
in	Form
fitness	Form
activities	Form
for	Form
people	Form
living	Form
in.	Form
or	Form
visiting	Form
our	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
The	Form
benefits	Form
of	Form
increasing	Form
our	Form
UniversAbility	Form
to	Form
increase	Form
participation	Form
are	Form
clear	Form
My	Form
colleagues	Form
and	Form
I	Form
play	Form
a	Form
major	Form
role	Form
in	Form
providing	Form
health	Form
services	Form
to	Form
the	Form
entire	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
The	Form
UniversAbility	Form
of	Form
our	Form
fitness	Form
services	Form
increases	Form
the	Form
job	Form
satisfaction	Form
and	Form
turnover	Form
of	Form
my	Form
staff	Form
Section	Form
3:	Form
Vision	Form
1	Form
2	Form
3	Form
4	Form
5	Form
My	Form
colleagues	Form
and	Form
I	Form
envision	Form
ourselves	Form
as	Form
leaders	Form
of	Form
cultural	Form
change	Form
Which	Form
of	Form
the	Form
following	Form
statements	Form
best	Form
describes	Form
your	Form
situation	Form
within	Form
your	Form
organisation	Form
(Please	Form
select	Form
one)	Form
I	Form
and/or	Form
my	Form
colleagues	Form
have	Form
identified	Form
set	Form
targets	Form
for	Form
increasing	Form
the	Form
UniversAbility	Form
of	Form
our	Form
services	Form
and	Form
are	Form
putting	Form
strategies	Form
in	Form
place	Form
to	Form
achieve	Form
these	Form
goals	Form
I	Form
and/or	Form
my	Form
colleagues	Form
have	Form
identified	Form
scope	Form
for	Form
increasing	Form
the	Form
UniversAbility	Form
of	Form
our	Form
services	Form
I	Form
think	Form
there	Form
may	Form
be	Form
scope	Form
for	Form
making	Form
our	Form
services	Form
more	Form
inclusive	Form
but	Form
am	Form
not	Form
sure	Form
I	Form
have	Form
never	Form
considered	Form
making	Form
our	Form
services	Form
more	Form
inclusive	Form
until	Form
now	Form
I	Form
don't	Form
think	Form
making	Form
our	Form
services	Form
more	Form
inclusive,	Form
in	Form
particular	Form
for	Form
people	Form
with	Form
disabilities,	Form
is	Form
really	Form
an	Form
option	Form
for	Form
us	Form
but	Form
won't	Form
rule	Form
it	Form
out	Form
completely	Form
until	Form
it	Form
has	Form
been	Form
fully	Form
explored	Form
Section	Form
4:	Form
Philosophy	Form
1.	Form
Does	Form
your	Form
organisation	Form
have	Form
stated	Form
ideals	Form
in	Form
your	Form
strategic	Form
plan	Form
or	Form
other	Form
management	Form
documents	Form
which	Form
relate	Form
to	Form
the	Form
UniversAbility	Form
of	Form
your	Form
services?	Form
Yes	Form
No	Form
2.	Form
Do	Form
you	Form
think	Form
an	Form
inclusive	Form
philosophy	Form
is	Form
a	Form
lived	Form
experience	Form
by:	Form
a)	Form
Management?	Form
b)	Form
Staff?	Form
c)	Form
Customers?	Form
Section	Form
5:	Form
Policy	Form
1.	Form
Does	Form
your	Form
charging	Form
policy	Form
account	Form
for	Form
the	Form
varied	Form
needs	Form
of	Form
your	Form
customers?	Form
(e.g.	Form
No	Form
charge	Form
for	Form
personal	Form
assistants	Form
Yes	Form
No	Form
2.	Form
Do	Form
you	Form
track	Form
and	Form
monitor	Form
the	Form
proportion	Form
of	Form
your	Form
club	Form
members	Form
who	Form
experience	Form
disabilities?	Form
Yes	Form
No	Form
3.	Form
Have	Form
you	Form
a	Form
budget	Form
allocated	Form
to:	Form
a)	Form
Increasing	Form
the	Form
UniversAbility	Form
of	Form
your	Form
services?	Form
(e.g.	Form
Facilities,	Form
Equipment	Form
and	Form
Staff	Form
Training)	Form
Yes	Form
No	Form
Not	Form
needed	Form
because	Form
equipment	Form
is	Form
already	Form
fully	Form
accessible	Form
b)	Form
Increasing	Form
the	Form
UniversAbility	Form
of	Form
your	Form
policies?	Form
Yes	Form
No	Form
4.	Form
Are	Form
you	Form
familiar	Form
with	Form
the	Form
national	Form
legislation	Form
that	Form
relates	Form
to	Form
disability	Form
service	Form
provision?	Form
Yes	Form
No	Form
Section	Form
6:	Form
Processes	Form
1.	Form
Do	Form
you	Form
engage	Form
with	Form
disability	Form
groups	Form
in	Form
your	Form
local	Form
community?	Form
Yes	Form
No	Form
2.	Form
Have	Form
you	Form
forged	Form
any	Form
alliance/partnership	Form
with	Form
any	Form
disability	Form
organisation?	Form
Yes	Form
No	Form
3.	Form
Have	Form
you	Form
or	Form
your	Form
staff	Form
embraced	Form
any	Form
assistive	Form
tehnologies	Form
(e.g.	Form
Assist-Mi	Form
App)?	Form
Yes	Form
No	Form
4.	Form
Have	Form
you	Form
or	Form
your	Form
colleagues	Form
undertaken	Form
any	Form
research	Form
on	Form
making	Form
your	Form
service	Form
more	Form
inclusive?	Form
Yes	Form
No	Form
5.	Form
Do	Form
you	Form
encourage	Form
your	Form
staff	Form
to	Form
engage	Form
in	Form
customer	Form
satisfaction	Form
conversations	Form
with	Form
different	Form
user	Form
groups?	Form
Yes	Form
No	Form
Section	Form
7:	Form
Perception	Form
1.	Form
Do	Form
you	Form
gather	Form
information	Form
from	Form
your	Form
users	Form
on	Form
their	Form
beliefs	Form
about	Form
fitness	Form
being	Form
a	Form
fundamental	Form
right	Form
for	Form
all?	Form
Yes	Form
No	Form
2.	Form
Do	Form
you	Form
gather	Form
information	Form
from	Form
people	Form
who	Form
do	Form
not	Form
use	Form
your	Form
facility	Form
on	Form
fitness	Form
being	Form
a	Form
fundamental	Form
right	Form
for	Form
all?	Form
Yes	Form
No	Form
Section	Form
8:	Form
Programmes	Form
This	Form
section	Form
refers	Form
to	Form
programmes	Form
that	Form
you	Form
deliver,	Form
or	Form
support	Form
delivery	Form
of	Form
to	Form
conciously	Form
inclusivise	Form
your	Form
services	Form
1.	Form
Do	Form
you	Form
and	Form
your	Form
staff	Form
provide	Form
programmes	Form
specifically	Form
for	Form
people	Form
with	Form
disabilities?	Form
Yes	Form
No	Form
If	Form
Yes	Form
please	Form
complete	Form
the	Form
table	Form
below	Form
Disability	Form
Category	Form
YES	Form
Type	Form
(Segregated	Form
or	Form
Integrated)	Form
Physical	Form
Disabilities	Form
Intellectual	Form
Disabilities	Form
Sensory	Form
Disabilities	Form
Mental	Form
Health	Form
Difficulties	Form
2.	Form
Do	Form
people	Form
with	Form
disabilities	Form
use	Form
the	Form
gym,	Form
pool,	Form
or	Form
participate	Form
in	Form
group	Form
activites	Form
etc.	Form
alongside	Form
other	Form
members?	Form
Yes	Form
No	Form
If	Form
Yes	Form
please	Form
complete	Form
the	Form
table	Form
below	Form
Disability	Form
Category	Form
YES	Form
Type	Form
(Segregated	Form
or	Form
Integrated)	Form
Physical	Form
Disabilities	Form
Intellectual	Form
Disabilities	Form
Sensory	Form
Disabilities	Form
Mental	Form
Health	Form
Difficulties	Form
Section	Form
9:	Form
People	Form
1.	Form
Have	Form
you	Form
or	Form
sny	Form
of	Form
your	Form
staff/volunteers	Form
had	Form
training	Form
that	Form
facilitates	Form
the	Form
inclusion	Form
of	Form
people	Form
with	Form
disabilities?	Form
a)	Form
Operational	Form
(teaching/instructional	Form
staff)	Form
Yes	Form
No	Form
b)	Form
Management	Form
Yes	Form
No	Form
c)	Form
Front	Form
of	Form
house	Form
Yes	Form
No	Form
d)	Form
Stakeholders/	Form
Contacted	Form
staff	Form
Yes	Form
No	Form
2.	Form
Are	Form
people	Form
with	Form
disabilities	Form
employed	Form
by	Form
you	Form
organisation	Form
and/or	Form
represented	Form
on	Form
your	Form
steering	Form
committee/	Form
management	Form
committee/	Form
board	Form
of	Form
management	Form
etc.?	Form
Yes	Form
No	Form
3.	Form
Is	Form
there	Form
a	Form
member	Form
of	Form
staff	Form
allocated	Form
as	Form
a	Form
liason/point	Form
person	Form
for	Form
customers	Form
with	Form
disabilities?	Form
Yes	Form
No	Form
Section	Form
10:	Form
Physical	Form
Access/Place	Form
1.	Form
Have	Form
you	Form
or	Form
your	Form
colleagues	Form
carried	Form
out	Form
an	Form
audit	Form
to	Form
evaluate	Form
the	Form
UniversAbility	Form
of	Form
your	Form
facility?	Form
Yes	Form
No	Form
2.	Form
Does	Form
your	Form
facility	Form
(or	Form
the	Form
facility	Form
you	Form
use)	Form
consider	Form
the	Form
following	Form
disabilites	Form
when	Form
evaluating	Form
UniversAbility?	Form
Disability	Form
Category	Form
YES	Form
Physical	Form
Disabilities	Form
Intellectual	Form
Disabilities	Form
Sensory	Form
Disabilities	Form
Mental	Form
Health	Form
Difficulties	Form
Section	Form
11:	Form
Promotion	Form
1.	Form
Is	Form
your	Form
promotional	Form
material	Form
inclusive	Form
of	Form
people	Form
with	Form
disabilities?	Form
Yes	Form
No	Form
2.	Form
Have	Form
you	Form
or	Form
your	Form
colleagues/staff	Form
developed	Form
any	Form
promotional	Form
materials	Form
with	Form
the	Form
aim	Form
of	Form
attracting	Form
people	Form
with	Form
disabilities?	Form
Yes	Form
No	Form
Overall	Text
Comment	Text
on	Text
your	Text
organisation:	Text
","	O
UNESCO	Text
UniversAbility	Text
Audit	Text
","	O
UNESCO	Text
UniversAbility	Text
Audit	Text
The	Text
audit	Text
below	Text
will	Text
help	Text
you	Text
to	Text
get	Text
a	Text
sense	Text
of	Text
your	Text
organisation's	Text
representativeness	Text
of	Text
the	Text
community	Text
in	Text
which	Text
it	Text
is	Text
located.	Text
Ideally	Text
any	Text
organisation	Text
would	Text
reflect	Text
the	Text
demographics	Text
of	Text
its	Text
setting	Text
e.g.	Text
gender,	Text
age	Text
and	Text
ethnicity.	Text
In	Text
this	Text
instance	Text
we	Text
are	Text
interested	Text
in	Text
the	Text
relevance	Text
of	Text
your	Text
organisation	Text
to	Text
people	Text
with	Text
disabilities.	Text
Please	Text
consider	Text
the	Text
following	Text
questions	Text
and	Text
identify	Text
your	Text
level	Text
of	Text
agreement	Text
with	Text
the	Text
statement	Text
Strongly	Text
Disagree	Text
Disagree	Text
Nuetral/	Text
Don't	Text
know	Text
Agree	Text
Strongly	Text
agree	Text
Section	Form
1:	Form
Verification	Form
1	Form
2	Form
3	Form
4	Form
5	Form
I	Form
and/or	Form
my	Form
colleagues	Form
know	Form
where	Form
to	Form
get	Form
information	Form
to	Form
help	Form
us	Form
analyse	Form
the	Form
business	Form
case	Form
for	Form
consciously	Form
attracting	Form
people	Form
with	Form
disabilities	Form
as	Form
members	Form
I/my	Form
colleagues	Form
have	Form
researched	Form
the	Form
scope	Form
for	Form
increasing	Form
the	Form
participation	Form
of	Form
the	Form
broader	Form
community,	Form
in	Form
particular	Form
people	Form
with	Form
disabilites	Form
I	Form
know	Form
of	Form
disability	Form
service	Form
providers	Form
that	Form
I	Form
could	Form
link	Form
with	Form
in	Form
the	Form
local	Form
community	Form
My	Form
colleagues	Form
and	Form
I	Form
make	Form
our	Form
services	Form
inclusive	Form
to	Form
provide	Form
for	Form
people	Form
with	Form
disabilities	Form
Section	Form
2:	Form
Value	Form
Proposition	Form
1	Form
2	Form
3	Form
4	Form
5	Form
My	Form
colleagues	Form
and	Form
I	Form
have	Form
a	Form
significant	Form
contribution	Form
to	Form
make	Form
to	Form
the	Form
quality	Form
of	Form
life	Form
of	Form
people	Form
in	Form
our	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
My	Form
colleagues	Form
and	Form
I	Form
have	Form
the	Form
scope	Form
to	Form
improve	Form
opportunities	Form
for	Form
participation	Form
in	Form
fitness	Form
activities	Form
for	Form
people	Form
living	Form
in.	Form
or	Form
visiting	Form
our	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
The	Form
benefits	Form
of	Form
increasing	Form
our	Form
UniversAbility	Form
to	Form
increase	Form
participation	Form
are	Form
clear	Form
My	Form
colleagues	Form
and	Form
I	Form
play	Form
a	Form
major	Form
role	Form
in	Form
providing	Form
health	Form
services	Form
to	Form
the	Form
entire	Form
community,	Form
including	Form
people	Form
with	Form
disabilities	Form
The	Form
UniversAbility	Form
of	Form
our	Form
fitness	Form
services	Form
increases	Form
the	Form
job	Form
satisfaction	Form
and	Form
turnover	Form
of	Form
my	Form
staff	Form
Section	Form
3:	Form
Vision	Form
1	Form
2	Form
3	Form
4	Form
5	Form
My	Form
colleagues	Form
and	Form
I	Form
envision	Form
ourselves	Form
as	Form
leaders	Form
of	Form
cultural	Form
change	Form
Which	Form
of	Form
the	Form
following	Form
statements	Form
best	Form
describes	Form
your	Form
situation	Form
within	Form
your	Form
organisation	Form
(Please	Form
select	Form
one)	Form
I	Form
and/or	Form
my	Form
colleagues	Form
have	Form
identified	Form
set	Form
targets	Form
for	Form
increasing	Form
the	Form
UniversAbility	Form
of	Form
our	Form
services	Form
and	Form
are	Form
putting	Form
strategies	Form
in	Form
place	Form
to	Form
achieve	Form
these	Form
goals	Form
I	Form
and/or	Form
my	Form
colleagues	Form
have	Form
identified	Form
scope	Form
for	Form
increasing	Form
the	Form
UniversAbility	Form
of	Form
our	Form
services	Form
I	Form
think	Form
there	Form
may	Form
be	Form
scope	Form
for	Form
making	Form
our	Form
services	Form
more	Form
inclusive	Form
but	Form
am	Form
not	Form
sure	Form
I	Form
have	Form
never	Form
considered	Form
making	Form
our	Form
services	Form
more	Form
inclusive	Form
until	Form
now	Form
I	Form
don't	Form
think	Form
making	Form
our	Form
